;Adresse;CP;Ville;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
1243; Quai De L'entrepot;50100;Cherbourg-en-Cotentin ;4.6;1.45;1.55;2.39;2.52;1.89;1.25
1244; Quai De La Banquiere;06730;Saint-André-de-la-Roche ;4.65;1.65;1.59;2.21;2.99;2.29;1.25
1245; Quartier De L'avenc Rn 7;06270;Villeneuve-Loubet ;4.65;1.59;1.55;2.21;2.99;4.3;1.25
1246; Quartier De L'epinette;59600;Maubeuge ;4.6;1.65;1.59;2.39;3.19;2.29;1.35
1247; Quartier De La Garduere;83150;Bandol ;4.65;1.59;1.55;2.21;2.99;2.29;1.29
1248; Quartier De La Madeleine Avenue Marcel Proust;28000;Chartres ;4.6;1.49;1.55;2.29;2.89;1.99;
1249; Quartier De Virebelle;13600;La Ciotat ;4.6;1.65;1.59;;3.25;2.39;1.35
1250; Quartier Des 3 Lucs 303 Avenue Des Poilus;13012;Marseille ;4.79;1.65;1.45;;2.99;2.39;1.17
1251; Quartier Du Moulin De Brun Route De La Marigarde;06130;Grasse ;4.65;1.5;1.43;;2.99;2.15;1.25
1252; Quartier Du Plan;13340;Rognac ;4.65;1.59;1.39;2.21;2.99;2.15;1.29
1253; Quartier La Clairette;07140;Les Vans ;4.79;1.65;1.45;2.45;2.99;2.29;1.29
1254; Quartier St Roch;83490;Le Muy ;4.65;1.59;1.39;;2.99;;1.25
1255; Quartier Urdazuri 15 Rue Pierre Larramendy;64500;Saint-Jean-de-Luz ;4.65;1.59;1.55;2.21;2.99;2.15;1.25
1256; Rd 11;25770;Franois ;5.15;1.79;1.9;2.79;3.05;2.4;1.29
1257; Rd 1555 Zone Du Plan;83720;Trans-en-Provence ;4.6;1.59;1.55;;2.95;2.15;1.25
1258; Rd 179 E1 Lieu Dit La Verte Plaine;62620;Barlin ;4.65;;1.55;;2.95;2.15;1.25
1259; Rd 231 Rue Du General Leclerc;02600;Villers-Cotterêts ;4.65;1.49;1.55;;2.89;;1.25
1260; Rd 35 Cc Ulis 2;91940;Les Ulis ;4.6;1.65;1.59;2.25;2.99;2.15;
1261; Rd 400;14390;Cabourg ;4.65;1.59;1.55;;2.99;2.15;1.25
1262; Rd185 L/Grandes Vaud;10260;Vaudes ;5.15;1.79;1.9;;2.99;;1.29
1263; Ridelet Zac Grand Rochefort;38640;Claix ;;1.65;1.65;;2.99;2.39;1.35
1264; Rn 10 Cc Bel Air;78120;Rambouillet ;4.6;1.59;1.55;2.29;2.95;2.29;
1265; Rn 10 Cc Les 4 Pavillons;33310;Lormont ;4.6;1.49;1.55;2.25;2.89;1.89;1.25
1266; Rn 113;34920;Le Crès ;4.6;1.59;1.55;2.45;2.99;1.99;1.25
1267; Rn 12;78640;Villiers-Saint-Frédéric ;4.65;1.49;1.55;2.21;2.95;2.09;1.25
1268; Rn 152 Route D'arpajon;91470;Limours ;4.6;1.59;1.55;2.21;2.95;;
1269; Rn 162;14320;Saint-Martin-de-Fontenay ;4.65;1.59;1.42;;2.99;2.15;1.25
1270; Rn 193;20167;Mezzavia ;4.65;1.65;1.65;2.2;2.99;2.59;1.39
1271; Rn 202 Route De Digne Cc Lingostiere;06200;Nice ;;1.59;1.59;2.29;2.99;;
1272; Rn 30 Route De Bapaume;59554;Raillencourt-Sainte-Olle ;4.65;1.49;1.55;;2.95;;1.25
1273; Rn 31 Cc Mont St Pierre;51430;Tinqueux ;;1.49;1.55;2.29;;2.15;
1274; Rn 370   Cc Parinor Zone Parinor Secteur 2;93600;Aulnay-sous-Bois ;;1.59;1.59;2.39;2.99;2.15;1.35
1275; Rn 43;59265;Aubigny-au-Bac ;4.75;1.59;1.55;2.45;2.99;2.29;
1276; Rn 52 Quartier St Roch;06260;Puget-Théniers ;4.75;;1.59;2.21;2.99;2.29;
1277; Rn 568;13110;Port-de-Bouc ;4.6;1.59;1.59;2.05;2.99;1.99;1.25
1278; Rn 6 Cc Bouchardes;71680;Crêches-sur-Saône ;;1.59;1.55;;;2.15;1.25
1279; Rn 7;83480;Puget-sur-Argens ;4.6;1.59;1.55;;2.99;2.15;1.25
1280; Rn 7 Cosne Sud Zac Champ De La Disput;58200;Cosne-Cours-sur-Loire ;4.65;1.59;;;2.99;2.15;1.25
1281; Rn 75;38390;Montalieu-Vercieu ;4.65;1.59;1.55;;2.89;2.09;1.25
1282; Rn 8 Rond Point Georges Pompidou;83330;Le Beausset ;4.79;1.65;1.59;;2.99;2.29;1.29
1283; Rn 86 Quartier Planzolles;07220;Viviers ;;1.96;1.97;2.76;2.99;2.12;
1284; Rn 91;38220;Vizille ;;1.59;1.55;;2.99;2.15;1.25
1285; Rn190;78520;Limay ;4.6;1.65;1.59;2.29;3.15;2.39;1.35
1286; Rn3;77410;Claye-Souilly ;;1.59;1.55;2.29;;2.15;1.25
1287; Rn4;77340;Pontault-Combault ;;1.59;1.59;2.29;2.99;2.15;
1288; Rn43;59128;Flers-en-Escrebieux ;4.6;1.49;1.55;2.39;2.99;2.15;1.25
1289; Rocade Sud Avenue De La Hountete;32190;Vic-Fezensac ;4.65;1.59;1.55;;2.99;2.15;
1290; Rocade Sud Rue Romanette;02000;Laon ;4.6;1.49;1.55;;2.99;1.99;1.25
1291; Rond Point - Route D'orleans;45370;Jouy-le-Potier ;4.89;2.09;1.76;2.59;2.99;2.23;1.23
1292; Rond Point De Tournamy;06250;Mougins ;4.65;1.65;1.49;2.2;2.99;2.59;
1293; Rond Point Des Coudray;91450;Étiolles ;4.65;1.65;1.59;2.21;2.99;;1.25
1294; Rond Point Des Presidents Cc Du Soleil Levant;26200;Montélimar ;4.52;1.49;1.59;;2.99;1.99;1.25
1295; Rond Point Kennedy;22200;Grâces ;4.6;1.49;1.55;2.39;;2.15;1.29
1296; Rond Point Route De Vannes;44100;Nantes ;4.79;;1.59;2.49;2.99;2.29;1.35
1297; Rond Point Vendee;85170;Les Lucs /Boulo ;4.99;2.14;1.8;;3.06;;1.26
1298; Route Anglaise;14470;Courseulles-sur-Mer ;4.65;1.59;1.59;;2.99;2.09;1.25
1299; Route Champvert;58300;Decize ;4.65;1.49;1.43;;2.95;1.99;1.25
1300; Route Chaussee Tirancourt;80310;Picquigny ;5.01;2.07;1.76;2.87;3.07;;1.28
1301; Route D'anet;28260;Saussay ;4.65;1.49;1.39;;2.89;1.99;1.25
1302; Route D'angers;49300;Cholet ;4.6;1.49;1.55;2.29;2.95;2.15;1.25
1303; Route D'argeles D618;66740;Laroque-des-Albères ;4.65;1.59;1.39;;;;1.25
1304; Route D'aurillac Zi De Montplain;15100;Saint-Flour ;4.65;1.49;1.39;2.39;2.89;1.89;1.25
1305; Route D'herment;63210;Rochefort-Montagne ;4.99;2.09;1.76;;2.99;2.23;1.23
1306; Route D'hesdin 2 Rue Des 3 Moulins;62310;Fruges ;4.65;1.59;1.55;;;2.29;1.25
1307; Route D'issoudun;36260;Reuilly ;4.99;2.14;1.8;;3.06;2.29;
1308; Route D'orange;84550;Mornas ;4.65;1.49;1.55;;2.89;1.89;1.25
1309; Route D'orthez;64270;Salies-de-Béarn ;4.65;1.59;1.55;2.21;2.95;2.09;1.25
1310; Route D'ousson;45250;Briare ;4.65;1.59;;;2.99;2.09;1.25
1311; Route De  Royaumont;95270;Viarmes ;4.65;1.59;1.39;;2.95;2.15;1.25
1312; Route De Barcares;66530;Claira ;;1.59;1.59;2.29;;2.29;
1313; Route De Bayonne N 117;40300;Peyrehorade ;;1.59;1.55;2.21;2.99;1.99;1.25
1314; Route De Beaufort Chateaurenaud;71500;Louhans ;4.65;1.49;1.39;;2.99;2.09;1.25
1315; Route De Bellevue Coetquidan;56380;Guer ;;1.49;1.39;2.39;;1.79;1.13
1316; Route De Benevent;23400;Bourganeuf ;4.65;1.59;;;2.99;2.09;1.25
1317; Route De Bernay Z.I. La Vespiere;14290;Orbec ;4.65;;1.59;;2.99;2.09;1.25
1318; Route De Bessan;34340;Marseillan ;4.65;1.59;;;2.95;1.99;1.25
1319; Route De Blaye;33710;Bourg ;4.65;1.59;1.59;2.21;2.99;;1.29
1320; Route De Boulogne;62240;Desvres ;4.65;1.49;1.55;;2.89;2.09;1.25
1321; Route De Bretagne 12 Rue Des Forques;14760;Bretteville-sur-Odon ;4.65;1.59;1.59;;2.99;2.39;1.35
1322; Route De Brive La Croix Rouge;24200;Sarlat-la-Canéda ;4.65;1.49;1.39;2.21;2.95;1.99;1.25
1323; Route De Cadol;29140;Melgven ;;2.09;1.71;;2.99;2.23;1.23
1324; Route De Caen;14150;Ouistreham ;4.65;1.45;1.55;;2.85;;1.15
1325; Route De Calais Nord;62280;Saint-Martin-Boulogne ;4.65;1.59;1.55;;2.99;;1.25
1326; Route De Carentan;50190;Périers ;4.65;1.49;1.39;;2.89;1.99;
1327; Route De Castillon Cc Le Verdet;33500;Libourne ;4.6;1.59;1.55;2.29;2.99;2.29;1.25
1328; Route De Champagnole;39570;Perrigny ;4.65;1.49;1.55;;2.99;;1.25
1329; Route De Charmeil;03300;Cusset ;4.65;1.59;;2.45;2.99;;1.35
1330; Route De Chateauroux;36500;Buzançais ;4.65;1.59;;2.29;2.99;1.99;1.25
1331; Route De Chateauroux Cc Des Sablons;36150;Vatan ;4.65;1.59;;2.2;2.99;2.29;
1332; Route De Cherbourg;50500;Carentan-les-Marais ;4.65;1.49;1.55;2.45;2.99;;1.25
1333; Route De Conches;27160;Breteuil ;4.65;1.59;1.39;;2.99;2.09;1.25
1334; Route De Crouy Cd 92 Zone Industrielle;60530;Neuilly-en-Thelle ;4.65;1.65;1.45;2.45;2.99;2.29;
1335; Route De Danisy;02800;La Fère ;5.01;2.07;1.76;2.87;3.07;;1.28
1336; Route De Denneville Le Becquet;50100;Digosville ;;2.14;1.52;;;2.29;1.26
1337; Route De Dieulefit;26200;Montélimar ;4.65;1.59;1.55;2.45;2.99;2.09;
1338; Route De Dijon;21800;Chevigny-Saint-Sauveur ;4.65;1.59;1.55;;2.95;2.09;1.25
1339; Route De Domloup Zac La Rigourdiere;35510;Cesson-Sévigné ;4.6;1.49;1.55;2.39;2.89;1.89;1.25
1340; Route De Drocourt;62320;Rouvroy ;4.65;1.49;;;2.89;2.09;1.25
1341; Route De Fourchambault;58180;Marzy ;4.6;1.49;;;2.89;1.99;1.25
1342; Route De Fresnay;61000;Saint-Germain-du-Corbéis ;4.65;1.49;1.39;2.39;2.89;1.79;1.25
1343; Route De Fumel Croissanterie;46220;Prayssac ;4.65;;1.55;2.21;2.95;1.99;1.25
1344; Route De Fumel Lieudit Bouriat;46300;Gourdon ;4.65;1.59;1.39;2.21;2.99;2.09;1.25
1345; Route De Furnes;59229;Téteghem-Coudekerque-Village ;4.55;1.59;1.59;;2.99;2.29;1.25
1346; Route De Ganges Cc Trifontaine;34980;Saint-Clément-de-Rivière ;4.6;1.59;1.59;;2.99;2.15;1.35
1347; Route De Gap;05400;Veynes ;4.65;1.59;1.55;;2.99;;1.25
1348; Route De Geneve;74200;Margencel ;4.6;1.65;1.59;2.45;;2.29;1.29
1349; Route De Gratentour 2 Rue Du 8 Mai 1945;31140;Pechbonnieu ;4.65;1.59;1.39;2.21;2.99;1.99;1.25
1350; Route De Grincourt Lez Pas;62760;Pas-en-Artois ;5.12;;1.78;;;2.18;
1351; Route De Honfleur;27210;Beuzeville ;4.65;1.59;1.39;2.45;2.99;2.15;1.25
1352; Route De Jacou Rd 65;34920;Le Crès ;4.65;1.59;1.55;;2.99;2.09;1.25
1353; Route De L'abbaye Cc Le Valasse;76210;Gruchet-le-Valasse ;4.6;1.49;1.55;2.39;2.89;2.15;
1354; Route De La Baule Cc Les Salines;44350;Guérande ;4.65;1.49;1.55;2.39;2.99;1.99;1.25
1355; Route De La Ferte Bernard;72320;Vibraye ;4.89;2.09;1.76;2.59;2.99;;1.23
1356; Route De La Fleche;72300;Sablé-sur-Sarthe ;4.65;1.49;1.55;2.39;2.95;1.89;1.25
1357; Route De La Gare;76750;Buchy ;4.65;1.59;1.55;;2.99;2.29;1.29
1358; Route De La Liberation;77220;Tournan-en-Brie ;4.65;1.59;1.39;;2.99;;
1359; Route De Landrecies;59440;Avesnes-sur-Helpe ;;1.59;1.59;;2.95;4.3;1.35
1360; Route De Laval La Hainaud;53500;Ernée ;4.65;1.59;1.55;;2.99;;1.25
1361; Route De Lectoure;32500;Fleurance ;4.65;1.59;1.55;;2.95;1.99;1.25
1362; Route De Leucate Plage;11370;Leucate ;;1.9;2.02;2.5;2.99;2.25;
1363; Route De Lieurey;27230;Thiberville ;4.65;2.23;1.65;2.45;3.46;2.44;1.41
1364; Route De Lyon;01800;Meximieux ;;1.59;1.55;;2.99;2.09;1.25
1365; Route De Lyon Au Combard;01600;Trévoux ;;1.59;1.55;;2.89;1.99;1.25
1366; Route De Maillot;89100;Sens ;4.6;1.49;1.55;;2.99;1.89;1.25
1367; Route De Mantes;78240;Chambourcy ;4.6;1.59;1.55;2.29;2.99;1.99;1.25
1368; Route De Marseille Zi St Christophe;04000;Digne-les-Bains ;4.6;1.65;1.59;2.35;2.99;2.29;1.35
1369; Route De Merville;59940;Estaires ;4.65;1.59;1.55;2.45;2.85;2.15;1.25
1370; Route De Mont De Marsan;40270;Grenade S/Adour ;4.87;1.87;1.99;;;2.2;1.25
1371; Route De Montlucon Quart Baucherias;03190;Vallon-en-Sully ;4.99;1.96;1.96;;;2.12;1.33
1372; Route De Montmarault;03500;Saint-Pourçain-sur-Sioule ;4.65;1.59;;;2.99;2.15;
1373; Route De Montpellier Cc Rond Point;34140;Mèze ;4.79;1.65;1.45;2.35;2.99;2.29;
1374; Route De Montreuil;62140;Hesdin ;4.65;1.59;1.55;;2.89;1.99;1.25
1375; Route De Moulins;03390;Montmarault ;4.65;1.59;;2.45;2.99;2.29;
1376; Route De Nantes;56130;Nivillac ;4.65;1.59;1.55;;2.89;1.99;1.25
1377; Route De Nice Quartier Gordolon;06450;Roquebillière ;4.79;1.65;1.59;;3.15;2.29;1.29
1378; Route De Nimes Lieudit Genestet;30300;Beaucaire ;4.6;1.49;1.55;;2.89;1.89;1.25
1379; Route De Paris;61800;Tinchebray-Bocage ;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1380; Route De Paris Lieu Dit Les Petites Varennes;72160;Connerré ;4.65;1.49;1.55;;2.89;1.99;1.25
1381; Route De Paris Zac De La Beaujoire;44300;Nantes ;4.6;1.49;1.55;;2.89;1.89;1.25
1382; Route De Pau;40500;Saint-Sever ;4.65;1.49;1.39;2.21;2.89;1.89;1.25
1383; Route De Pen Ar Menez;29280;Locmaria-Plouzané ;4.57;1.45;1.55;2.22;2.7;1.77;1.12
1384; Route De Pignan Zae Le Cap D'alliech;34660;Cournonterral ;4.65;1.59;;2.21;2.99;1.9;
1385; Route De Pinchefalise;80230;Boismont ;4.65;1.59;1.39;;2.99;;
1386; Route De Pontivy Zac Kermestre;56150;Baud ;4.65;1.49;;2.39;2.89;1.89;1.25
1387; Route De Precy;60340;Villers-sous-Saint-Leu ;4.65;1.59;;;2.99;2.15;1.25
1388; Route De Quimperle;29340;Riec-sur-Bélon ;4.65;1.59;1.55;2.45;2.95;1.99;1.25
1389; Route De Rigny;71130;Gueugnon ;5.15;1.96;1.96;2.76;2.99;2.12;1.33
1390; Route De Rouen;95420;Magny-en-Vexin ;4.65;1.65;;;;;1.29
1391; Route De Samadet;64410;Arzacq-Arraziguet ;4.87;1.87;1.99;2.45;2.99;2.1;1.25
1392; Route De Samatan;31370;Rieumes ;4.65;1.59;1.39;;2.95;1.9;1.25
1393; Route De Sauveterre;33670;Créon ;4.65;1.49;;;2.89;1.89;1.25
1394; Route De Seihl;31840;Aussonne ;4.65;1.59;1.43;2.2;2.99;2.15;1.25
1395; Route De Sete;34540;Balaruc-le-Vieux ;4.6;1.65;1.55;;2.99;;1.35
1396; Route De Sete Zac Des Deves De La Condamine;34430;Saint-Jean-de-Védas ;;1.65;1.55;;2.95;2.15;1.35
1397; Route De St Alvere;24100;Bergerac ;4.65;1.59;1.37;2.21;2.95;1.99;1.25
1398; Route De St Brieuc Cc Le Chene;22100;Quévert ;4.65;1.49;1.55;2.39;2.89;;1.25
1399; Route De St Cheron Le Buisson Rondeau;91650;Breuillet ;4.6;1.59;1.55;2.21;2.95;;
1400; Route De St Etienne Rn 82;42110;Feurs ;;1.59;1.55;;2.99;2.29;1.29
1401; Route De St Omer;62100;Calais ;;1.49;1.55;2.45;2.99;2.09;1.25
1402; Route De Tarbes;31170;Tournefeuille ;4.65;;1.55;;2.89;;1.25
1403; Route De Tonneins;47200;Marmande ;4.65;1.49;;2.21;2.89;1.99;1.25
1404; Route De Touffreville;76910;Criel-sur-Mer ;5.05;2.14;1.75;;;2.29;
1405; Route De Toulouse;46000;Cahors ;4.26;1.49;1.55;2.05;2.99;1.89;1.25
1406; Route De Toulouse La Sabliere Basse;15000;Aurillac ;4.6;1.5;1.4;2.29;2.68;;1.17
1407; Route De Valmont;76110;Goderville ;;1.59;1.59;;2.99;2.09;1.29
1408; Route De Vannes;56390;Grand-Champ ;4.65;1.49;1.55;2.39;2.89;1.99;1.25
1409; Route De Vannes Za De Kerjean;56500;Locminé ;4.65;1.49;;2.39;2.89;1.89;1.25
1410; Route De Vaux S/Aure Cc Eindhoven;14400;Bayeux ;4.6;1.49;;;2.89;;1.29
1411; Route De Verneuil;27240;Damville ;4.65;1.59;1.55;;2.99;4.18;1.25
1412; Route De Vesoul;70700;Bucey-lès-Gy ;;1.96;1.97;2.76;3.08;2.12;
1413; Route De Villoison;91100;Villabé ;4.6;1.49;1.55;2.29;2.99;2.15;
1414; Route De Vire Cc Val St Jean;50000;Saint-Lô ;4.65;1.59;1.55;;2.89;1.99;1.25
1415; Route Departementale 113;80260;Villers-Bocage ;4.65;1.59;1.55;;2.99;2.15;1.25
1416; Route Departementale 12 Lieu-Dit Bodin;03400;Yzeure ;4.65;1.49;;2.39;2.89;1.99;
1417; Route Departementale 9 Cc La Pioline;13290;Aix-en-Provence ;4.6;1.49;1.55;2.29;2.99;2.15;
1418; Route Departementale 901;80270;Airaines ;4.65;1.49;1.55;;2.89;1.99;1.25
1419; Route Departementale 921;19190;Beynat ;5.1;2.07;1.78;2.94;3.13;2.18;1.31
1420; Route Departementale 974 Cc Toison D'or;21000;Dijon ;4.6;1.49;1.55;2.29;2.95;2.29;1.35
1421; Route Des Lacs;40550;Léon ;4.65;1.59;1.55;;2.99;2.15;1.25
1422; Route Des Petits Ponts Cc Beau Sevran;93270;Sevran ;;1.59;1.55;2.29;2.99;2.29;1.35
1423; Route Du Bignon Zi 3 Croix Poirier;45210;Ferrières-en-Gâtinais ;4.65;1.49;;;2.89;1.99;1.25
1424; Route Du Buisson;24170;Siorac-en-Périgord ;4.75;1.76;1.43;2.21;2.99;2.29;1.25
1425; Route Du Dorat;87300;Bellac ;4.65;1.49;;2.2;2.85;1.99;
1426; Route Du Mans;28170;Thimert-Gâtelles ;4.65;1.49;1.55;2.21;2.89;2.09;1.25
1427; Route Du Mont St Michel;50170;Pontorson ;4.65;1.49;1.39;;2.99;1.99;
1428; Route Du Puy Rd 906;63600;Ambert ;4.65;1.49;1.55;2.39;2.89;1.99;1.25
1429; Route Du Queyras;05600;Guillestre ;4.65;1.49;1.45;2.21;2.95;1.89;1.25
1430; Route Du Stade;65400;Argelès-Gazost ;4.75;1.59;1.55;2.21;2.99;;1.25
1431; Route Nationale;59910;Bondues ;4.65;1.87;1.99;2.45;2.92;2.1;1.25
1432; Route Nationale 10;41100;Vendôme ;4.65;1.49;1.39;2.21;2.85;;1.25
1433; Route Nationale 113 Carrefour Des Griffons;13127;Vitrolles ;4.6;1.59;1.59;2.45;;2.29;
1434; Route Nationale 13;27930;Guichainville ;;1.59;1.59;;2.95;2.29;1.25
1435; Route Nationale 137 Route De Rochefort;17690;Angoulins ;4.6;1.49;1.55;2.25;2.89;1.99;1.29
1436; Route Nationale 20;87220;Boisseuil ;4.6;1.49;;;2.89;1.99;1.25
1437; Route Nationale 568 Cc 2000;13220;Châteauneuf-les-Martigues ;;1.59;1.55;2.29;2.99;2.15;1.29
1438; Route Nationale 7;77190;Villiers-en-Bière ;4.6;1.49;1.55;2.29;2.89;2.15;
1439; Route Nationale Rue Du Renouveau;62232;Vendin-lès-Béthune ;4.65;1.59;1.55;;2.99;2.15;1.25
1440; Rte De Boulogne;62152;Nesles ;4.65;1.49;1.55;2.39;2.89;2.09;1.25
1441; Rte Departement.23;14680;Bretteville-sur-Laize ;4.89;2.09;1.76;2.59;2.99;2.23;1.23
1442; Rue A Dekeiser Rn 43;62190;Lillers ;4.65;1.59;1.55;2.39;2.89;2.15;1.25
1443; Rue A Et J Renoir;27800;Brionne ;4.65;1.59;;;2.99;2.15;1.25
1444; Rue A. Ricquier;59310;Beuvry-la-Forêt ;;2.07;1.76;;;2.13;1.28
1445; Rue Alexandre 1er;54130;Saint-Max ;5.85;1.95;;;3.6;2.75;1.45
1446; Rue Alexandre Berard Centre Commercial Du Bugey;01500;Ambérieu-en-Bugey ;;1.49;1.54;;2.99;2.09;1.25
1447; Rue Alexandre Raffin Cc Espace St Louis;42300;Roanne ;4.65;1.59;1.55;;2.99;;1.25
1448; Rue Aristide Briand;76133;Épouville ;4.65;1.59;1.59;;2.99;2.15;1.25
1449; Rue Aux Fleurs  Cd 36 Cc Champfleury;78960;Voisins-le-Bretonneux ;4.6;1.59;1.59;2.21;2.99;2.15;
1450; Rue Barriere De Jaude;63000;Clermont-Ferrand ;4.65;1.59;;;2.99;;1.25
1451; Rue Brizeux;29780;Plouhinec ;4.65;1.49;1.54;;2.99;1.99;1.25
1452; Rue Chapelle St Nicolas;02250;Marle ;4.65;1.59;;2.45;;;
1453; Rue Charles Leborgne;76400;Fécamp ;4.6;1.45;1.55;2.39;2.89;1.99;1.25
1454; Rue Charles Perron 0;44630;Plessé ;4.89;2.09;1.76;;2.99;2.23;1.23
1455; Rue Chauny;80400;Ham ;4.65;1.49;1.55;;2.95;1.99;
1456; Rue Chevry Belleville;91190;Gif-sur-Yvette ;4.65;1.59;1.59;2.21;2.99;;1.25
1457; Rue Clemenceau;59141;Iwuy ;4.85;2.0;1.7;2.8;2.97;;
1458; Rue Colbert;14500;Vire Normandie ;4.99;2.14;;;;2.29;
1459; Rue Creuse;18300;Sancerre ;4.79;1.65;;;2.99;2.29;1.35
1460; Rue D'ablemont;76730;Bacqueville-en-Caux ;;2.09;;;2.99;2.23;1.23
1461; Rue D'allouagne;62260;Auchel ;4.65;1.59;1.55;;2.89;2.15;1.25
1462; Rue D'amiens Les Hiebles;60120;Breteuil ;4.65;1.49;1.39;;2.89;1.99;1.25
1463; Rue D'armentieres;59193;Erquinghem-Lys ;4.65;1.49;1.39;;2.89;1.99;1.25
1464; Rue D'isly Cc Trois Soleils;35000;Rennes ;4.79;1.65;1.59;2.45;2.99;;1.29
1465; Rue De Bleue Maison;62910;Éperlecques ;4.65;1.59;1.55;;2.99;2.29;1.25
1466; Rue De Busnes;62350;Saint-Venant ;5.01;2.07;1.76;2.87;3.07;2.13;1.28
1467; Rue De Carvin Rue Roger Bouvry;59113;Seclin ;4.65;1.59;1.59;2.45;2.99;2.09;1.25
1468; Rue De Dunkerque;62500;Saint-Omer ;5.13;2.14;1.82;2.98;3.25;2.21;1.3
1469; Rue De Gravelines;59279;Loon-Plage ;4.85;2.0;1.7;2.8;;2.08;
1470; Rue De L'armistice;02260;La Capelle ;4.65;1.59;1.59;;2.99;2.29;1.35
1471; Rue De L'arquebuse Rn 6;21230;Arnay-le-Duc ;4.99;2.07;1.76;;;2.13;1.28
1472; Rue De L'eglise De Berguette Carrefour Croix Racine;62330;Isbergues ;4.65;1.49;1.55;;2.89;1.99;1.25
1473; Rue De L'yser;59200;Tourcoing ;4.65;1.59;1.59;;;2.29;1.25
1474; Rue De La Chantelauze;63650;La Monnerie-le-Montel ;4.65;1.59;1.59;;2.99;;
1475; Rue De La Chapelle;71850;Charnay-lès-Mâcon ;4.65;1.59;1.55;;2.95;2.09;1.25
1476; Rue De La Croix Aux Potiers;35131;Chartres-de-Bretagne ;4.65;1.59;1.55;;2.95;1.99;1.25
1477; Rue De La Defense Passive;14000;Caen ;5.21;2.21;1.89;;3.17;2.38;1.3
1478; Rue De La Gare Malgrange;91630;Marolles-en-Hurepoix ;4.65;1.65;1.59;2.21;;2.29;1.29
1479; Rue De La Grangette;73110;La Croix-de-la-Rochette ;4.75;1.65;1.59;2.45;2.99;2.29;
1480; Rue De La Grosse Pierre Cc Val De Seine;78540;Vernouillet ;;1.59;1.55;2.21;3.15;2.29;1.29
1481; Rue De La Liberation;02270;Crécy-sur-Serre ;5.01;2.07;1.76;2.87;3.07;;1.28
1482; Rue De La Lys;59560;Comines ;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1483; Rue De La Mairie;45800;Saint-Jean-de-Braye ;4.65;1.59;1.59;;2.99;2.0;1.32
1484; Rue De La Passerelle;91380;Chilly-Mazarin ;4.65;1.65;1.59;;2.99;2.29;
1485; Rue De La Petite Chapelle;08230;Rocroi ;4.79;1.65;1.45;;2.99;2.29;1.35
1486; Rue De La Planche Maurice;50200;Coutances ;4.65;1.49;1.55;;2.95;2.15;1.25
1487; Rue De La Prairie Lieudit Les Vallees;60280;Margny-lès-Compiègne ;5.48;2.24;1.95;2.82;3.29;2.47;1.35
1488; Rue De La Republique;76230;Bois-Guillaume ;4.65;1.49;1.55;2.45;2.95;2.2;1.25
1489; Rue De La Republique Cd 937;02300;Autreville ;4.65;1.59;;;2.95;2.15;
1490; Rue De La Resistance Les Novalles;76410;Saint-Aubin-lès-Elbeuf ;4.65;1.59;1.39;2.45;2.99;;1.25
1491; Rue De La Tuilerie;09120;Varilhes ;;1.87;1.99;;2.92;2.1;
1492; Rue De Larchant;77140;Saint-Pierre-lès-Nemours ;4.65;;1.55;;2.89;1.99;1.25
1493; Rue De Lattre De Tassigny;76420;Bihorel ;4.65;1.59;1.39;;2.99;;1.29
1494; Rue De Rosmadec;56450;Theix-Noyalo ;4.65;1.49;1.55;;2.89;1.99;1.25
1495; Rue De Tilloy;62690;Aubigny-en-Artois ;4.65;1.65;1.45;;;2.29;1.25
1496; Rue De Tourcoing;59960;Neuville-en-Ferrain ;5.01;2.07;1.76;2.87;2.99;2.13;1.28
1497; Rue De Villars Cc Jean Bart;59220;Denain ;4.6;1.45;1.55;2.39;2.99;1.99;1.25
1498; Rue De Vilpre D2;77540;Rozay-en-Brie ;4.65;1.59;1.45;2.21;2.99;2.15;1.25
1499; Rue Denis Papin;28800;Bonneval ;4.65;1.49;1.55;;2.99;2.15;1.25
1500; Rue Des Acacias;18570;La Chapelle-Saint-Ursin ;4.89;2.09;1.76;2.59;2.99;2.23;1.23
1501; Rue Des Agasses Zac Besancon Est;25220;Chalezeule ;4.6;1.59;1.55;;2.89;2.15;1.29
1502; Rue Des Aubepines;38230;Pont-de-Chéruy ;4.65;1.59;1.54;;2.99;2.15;1.25
1503; Rue Des Aulnes;60390;Auneuil ;4.65;1.59;1.59;2.45;2.99;;1.25
1504; Rue Des Balastieres;55500;Ligny-en-Barrois ;4.65;;1.55;;2.85;2.09;1.25
1505; Rue Des Bruilhols;09000;Foix ;;1.96;1.91;;3.08;;
1506; Rue Des Buissons Zac De Beauplan;78470;Saint-Rémy-lès-Chevreuse ;4.65;1.59;1.55;;2.95;2.15;1.25
1507; Rue Des Camusots;88320;Lamarche ;5.65;1.95;2.1;3.29;3.5;2.65;
1508; Rue Des Cordeliers;80100;Abbeville ;4.65;1.49;1.55;;2.89;2.09;1.25
1509; Rue Des Faienciers Fauquez;59230;Saint-Amand-les-Eaux ;4.65;1.59;1.59;2.45;2.99;2.15;1.29
